RIVID,Area,DP,KC,B,C,IMP,WM,WUM,WLM,SM,EX,KG,KI,CG,CI,CS,LAG,KE,XE
101414980,2732,0,1.2,0.25,0.15,0.027576299,121.2939334,24.25878668,60.6469667,16.53287519,1.2,0.2,0.5,0.999,0.5,0.681707451,10,24,0.5
